RunId,iteration,Step,N_floors,N_elevators,peak_hour,backup_power,door_time,capacity,vibration,noise,speed,Avg_Wait_Time,Avg_Journey_Time,Avg_Satisfaction,Crowding
36,9,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,67.31335368328972,89.64473608845908,3.892307526165636,0.0625
37,9,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,73.6799672581595,97.1797506350844,3.849064419905866,0.0
38,9,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.478939536884642,33.06741484216474,4.692017674385256,0.0625
39,9,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.371097041256473,32.166878422657554,4.71048171597906,0.0625
40,10,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,68.27323896699212,90.10033711411302,3.890402626535528,0.0625
41,10,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,63.615267072204375,84.60693306705183,3.95479249742,0.0
42,10,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.988723604041045,32.6320935496483,4.70018793993265,0.0
43,10,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.93906501045533,33.13620715267268,4.684348916492412,0.0
44,11,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,74.11939991394706,96.39356662291095,3.805725831943063,0.125
45,11,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,70.49138555642105,92.94040252240212,3.844450923355694,0.0
46,11,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.127465213603884,32.940948783997754,4.697875579773268,0.0
47,11,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,19.54942443049378,34.32059162490945,4.674176259491771,0.0625
48,12,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,73.46778322044335,96.00026811671768,3.7981101043442957,0.0
49,12,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,68.10818451134182,90.35588921687993,3.8714104314292377,0.0
50,12,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.293920051867996,32.84023070999773,4.695101332468867,0.0
51,12,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.430221377460946,31.842894765445866,4.709496310375651,0.0
52,13,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,62.32604056132256,83.41666993987604,3.9777305706100843,0.1875
53,13,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,65.50403574893924,88.40985736684021,3.9289019999743533,0.0
54,13,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.880651630435384,32.51170241565225,4.701989139492744,0.0625
55,13,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.082196698217505,32.7212721114824,4.698630055029708,0.0
56,14,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,58.061122381573306,78.77730378471513,4.035031945707981,0.375
57,14,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,62.88833255262707,84.07711719450126,3.9622237938023273,0.0
58,14,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.47133162095617,33.488764149139406,4.692144472984064,0.0
59,14,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.198806109832713,32.99385870369728,4.696686564836122,0.0
60,15,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,61.186215449206514,82.25539785715465,4.0004047391206035,0.1875
61,15,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,68.41663971141251,89.61372425827159,3.8883346128954486,0.25
62,15,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.831223287692463,32.820635700606246,4.702812945205126,0.0625
63,15,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.097436463965483,32.54588736440784,4.698376058933909,0.0625
64,16,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,62.179404379784096,83.30057170359271,3.9731148959101037,0.4375
65,16,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,80.61892705535485,103.16421253066049,3.7461514418967448,0.0
66,16,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.632242799354863,32.37940027877579,4.7061292866774185,0.0625
67,16,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.830253149198857,32.79013471326092,4.70282911418002,0.125
68,17,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,68.20877287853502,90.25542015786772,3.8651681852909734,0.1875
69,17,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,68.42597071823589,91.06419196274759,3.8800274050403876,0.125
70,17,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.279405584337024,32.38325065732329,4.712009906927716,0.0625
71,17,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.012378888426365,32.747796110492075,4.699793685192894,0.0
72,18,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,66.01830271165785,88.56711063855896,3.910086274598757,0.125
73,18,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,71.75388701988393,94.00050527640693,3.861217857602973,0.25
74,18,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.34497383300876,33.12865056571671,4.694250436116521,0.0
75,18,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.693730484923968,31.809117661570355,4.7051044919179335,0.0
76,19,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,64.00891250933574,85.21672727794831,3.968117244035274,0.1875
77,19,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,69.38278569799864,91.25825939893114,3.870049699471452,0.0
78,19,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,19.152579072091083,34.08957058580397,4.680790348798482,0.0625
79,19,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.6539363905188,32.283061837063435,4.7057677268246865,0.0625
80,20,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,64.1391300442617,85.36925593440974,3.9450424228769188,0.0625
81,20,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,67.24451120328493,89.1179786787003,3.9126594710810183,0.0
82,20,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,19.141551798596332,33.79833363204314,4.680974136690061,0.0625
83,20,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.073926307984383,32.99589240536642,4.698767894866927,0.0
84,21,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,55.707473505450935,76.3580512941259,4.074312088664766,0.1875
85,21,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,71.75117701291208,94.43083323095316,3.8424972359432514,0.0
86,21,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,19.723856240406278,34.73297398191847,4.671269062659896,0.0
87,21,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.4203363428498,33.33652693371731,4.692994394285837,0.0
88,22,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,69.90163152517005,91.51169740545797,3.8642091250897397,0.1875
89,22,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,60.867570094453995,81.53178934983235,3.995293990851028,0.125
90,22,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,16.98755348807811,31.630824709153824,4.716874108532032,0.0
91,22,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.628720920814583,33.427820446706,4.689521317986424,0.0
92,23,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,62.71984614562672,83.12654057533165,3.9732666834532195,0.0625
93,23,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,71.10422394434829,92.69122512839805,3.8315562264747096,0.125
94,23,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.018557929263437,32.6213870067939,4.699690701178943,0.0
95,23,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,18.165205328225383,32.49219281499075,4.69724657786291,0.0
96,24,3600,6,2,True,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,67.42802019340475,89.09669366615282,3.9054590774342066,0.0625
97,24,3600,6,2,True,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,65.00690416616554,86.69147468099123,3.93423263579141,0.0625
98,24,3600,6,2,False,True,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.822240391606826,32.456779651784146,4.702962660139886,0.0
99,24,3600,6,2,False,False,10.605633802816902,8,1.0123456790123457,55.94736842105263,3.0,17.81872699442487,32.49467000941742,4.703021216759586,0.0
